Term_ID,Term,p_value,intersection_size,avg_log2fc,intersecting_genes,calculated_intersection_count
GO:0030312,external encapsulating structure,0.7325421106103797,1,3.6104838848114014,SPOCK2,1
GO:0031012,extracellular matrix,0.7325421106103797,1,3.6104838848114014,SPOCK2,1
GO:0044297,cell body,0.7368679049833272,1,5.236643314361572,CD3E,1
GO:0010008,endosome membrane,0.7375383831577698,1,2.076626777648926,ACAP1,1
GO:0005789,endoplasmic reticulum membrane,0.7479155408636058,2,2.5614195466041565,"RPS29,SYNE2",2
GO:0098827,endoplasmic reticulum subcompartment,0.7479155408636058,2,2.5614195466041565,"RPS29,SYNE2",2
GO:0042175,nuclear outer membrane-endoplasmic reticulum membrane network,0.7522814923708403,2,2.5614195466041565,"RPS29,SYNE2",2
GO:0000139,Golgi membrane,0.7869946203416066,1,2.6743156909942627,NOSIP,1
GO:0005694,chromosome,0.7981732059784193,3,3.880662123362223,"BCL11B,ETS1,RORA",3
GO:0000323,lytic vacuole,0.819626861573624,1,1.4021910429000854,HSPA8,1
GO:0005764,lysosome,0.819626861573624,1,1.4021910429000854,HSPA8,1
GO:0031984,organelle subcompartment,0.8481412089714516,2,2.5614195466041565,"RPS29,SYNE2",2
GO:0005773,vacuole,0.850589744946899,1,1.4021910429000854,HSPA8,1
GO:0140535,intracellular protein-containing complex,0.8781181030938608,1,1.4021910429000854,HSPA8,1
GO:1902494,catalytic complex,0.8814001517503744,2,3.5240795612335205,"LDHB,BCL11B",2
GO:0005768,endosome,0.8953642257651075,1,2.076626777648926,ACAP1,1
GO:0099512,supramolecular fiber,0.8953642257651075,1,3.710944414138794,SYNE2,1
GO:0099081,supramolecular polymer,0.8953642257651075,1,3.710944414138794,SYNE2,1
GO:0099080,supramolecular complex,0.9511163367072084,1,3.710944414138794,SYNE2,1
GO:0005575,cellular_component,1.0,44,3.1100391041148794,"CD3E,IL32,CD3D,TRAC,LCK,RPS3,CD3G,IL7R,RPS29,LDHB,RPL3,CD7,EVL,RPS12,GIMAP7,TRBC2,CD247,TCF7,ARL4C,RPS25,RPL23A,RPS27,RPSA,GZMM,RPS18,RPS21,CD2,NOSIP,BCL11B,ACAP1,HSPA8,ETS1,LAT,TRBC1,CD27,RORA,NPM1,SPOCK2,AAK1,SYNE2,CTSW,GYPC,LTB,SKAP1",44
