Term_ID,Term,p_value,intersection_size,avg_log2fc,intersecting_genes,calculated_intersection_count
GO:0000055,ribosomal large subunit export from nucleus,0.08034004723540353,1,1.072825312614441,NPM1,1
GO:1902231,positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage,0.08034004723540353,1,1.2592203617095947,RPS3,1
GO:0016072,rRNA metabolic process,0.08212165404858805,3,1.0769764582316081,"RPS25,RPS27,RPS21",3
GO:1901222,regulation of non-canonical NF-kappaB signal transduction,0.08301394301596197,2,2.4368653297424316,"RPS3,CD27",2
GO:0048468,cell development,0.08553755166422115,11,4.53289363600991,"CD3E,CD3D,LCK,CD3G,IL7R,TCF7,CD2,BCL11B,ETS1,CD27,RORA",11
GO:0009117,nucleotide metabolic process,0.0863061270611261,4,2.5691857039928436,"LDHB,GIMAP7,HSPA8,RORA",4
GO:0000056,ribosomal small subunit export from nucleus,0.08661221134495589,1,1.072825312614441,NPM1,1
GO:0002667,regulation of T cell anergy,0.08661221134495589,1,5.236643314361572,CD3E,1
GO:0002249,lymphocyte anergy,0.08661221134495589,1,5.236643314361572,CD3E,1
GO:0051665,membrane raft localization,0.08661221134495589,1,4.651271343231201,CD2,1
GO:0002911,regulation of lymphocyte anergy,0.08661221134495589,1,5.236643314361572,CD3E,1
GO:0002870,T cell anergy,0.08661221134495589,1,5.236643314361572,CD3E,1
GO:0072318,clathrin coat disassembly,0.08661221134495589,1,1.4021910429000854,HSPA8,1
GO:0007172,signal complex assembly,0.08661221134495589,1,5.236643314361572,CD3E,1
GO:0042102,positive regulation of T cell proliferation,0.09196410125660258,2,3.2479318380355835,"CD3E,RPS3",2
GO:0051716,cellular response to stimulus,0.09200589314547544,21,3.6011304685047696,"CD3E,IL32,CD3D,LCK,RPS3,CD3G,IL7R,CD7,EVL,RPS12,CD247,TCF7,CD2,HSPA8,LAT,CD27,RORA,NPM1,AAK1,LTB,SKAP1",21
GO:0010998,regulation of translational initiation by eIF2 alpha phosphorylation,0.0934371799487853,1,1.072825312614441,NPM1,1
GO:0001915,negative regulation of T cell mediated cytotoxicity,0.0934371799487853,1,5.389932155609131,IL7R,1
GO:0035701,hematopoietic stem cell migration,0.0934371799487853,1,4.691773414611816,BCL11B,1
GO:0032769,negative regulation of monooxygenase activity,0.0934371799487853,1,2.6743156909942627,NOSIP,1
GO:0002666,positive regulation of T cell tolerance induction,0.0934371799487853,1,5.236643314361572,CD3E,1
GO:0072319,vesicle uncoating,0.0934371799487853,1,1.4021910429000854,HSPA8,1
GO:0045586,regulation of gamma-delta T cell differentiation,0.0934371799487853,1,4.028983116149902,TCF7,1
GO:0023056,positive regulation of signaling,0.0955911294947712,8,3.1933863908052444,"CD3E,LCK,RPS3,IL7R,RPS12,CD27,AAK1,LTB",8
GO:0010647,positive regulation of cell communication,0.0955911294947712,8,3.1933863908052444,"CD3E,LCK,RPS3,IL7R,RPS12,CD27,AAK1,LTB",8
GO:0021549,cerebellum development,0.09576937552593809,2,4.771082639694214,"CD3E,RORA",2
GO:0000447,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.0982791064327384,1,1.009616494178772,RPS21,1
GO:0006793,phosphorus metabolic process,0.0982791064327384,10,2.86780207157135,"CD3E,LCK,RPS3,LDHB,GIMAP7,HSPA8,LAT,RORA,NPM1,AAK1",10
GO:2000563,"positive regulation of CD4-positive, alpha-beta T cell proliferation",0.0982791064327384,1,5.236643314361572,CD3E,1
GO:0006796,phosphate-containing compound metabolic process,0.0982791064327384,10,2.86780207157135,"CD3E,LCK,RPS3,LDHB,GIMAP7,HSPA8,LAT,RORA,NPM1,AAK1",10
GO:0010604,positive regulation of macromolecule metabolic process,0.0982791064327384,12,3.6507530907789865,"CD3E,IL32,RPS3,IL7R,CD2,BCL11B,ETS1,LAT,RORA,NPM1,LTB,SKAP1",12
GO:1904749,regulation of protein localization to nucleolus,0.0982791064327384,1,1.072825312614441,NPM1,1
GO:0031125,rRNA 3'-end processing,0.0982791064327384,1,1.009616494178772,RPS21,1
GO:0046643,regulation of gamma-delta T cell activation,0.0982791064327384,1,4.028983116149902,TCF7,1
GO:0001776,leukocyte homeostasis,0.0982791064327384,2,4.620450019836426,"IL7R,LAT",2
GO:0070244,negative regulation of thymocyte apoptotic process,0.0982791064327384,1,4.691773414611816,BCL11B,1
GO:0033089,positive regulation of T cell differentiation in thymus,0.1062235462078058,1,5.389932155609131,IL7R,1
GO:0032649,regulation of type II interferon production,0.1062235462078058,2,4.943957328796387,"CD3E,CD2",2
GO:0033625,positive regulation of integrin activation,0.1062235462078058,1,3.203856945037842,SKAP1,1
GO:0022037,metencephalon development,0.1062235462078058,2,4.771082639694214,"CD3E,RORA",2
GO:0046651,lymphocyte proliferation,0.1062235462078058,3,3.9619319438934326,"CD3E,RPS3,IL7R",3
GO:0032609,type II interferon production,0.10748236195386768,2,4.943957328796387,"CD3E,CD2",2
GO:0043086,negative regulation of catalytic activity,0.10837120708045797,3,2.452541629473368,"NOSIP,NPM1,SPOCK2",3
GO:0045060,negative thymic T cell selection,0.10837120708045797,1,5.236643314361572,CD3E,1
GO:0045582,positive regulation of T cell differentiation,0.10837120708045797,2,4.5022212266922,"IL7R,CD27",2
GO:0001952,regulation of cell-matrix adhesion,0.10837120708045797,2,4.220250129699707,"CD3E,SKAP1",2
GO:0046606,negative regulation of centrosome cycle,0.10837120708045797,1,1.072825312614441,NPM1,1
GO:0009966,regulation of signal transduction,0.10837120708045797,11,2.9388754042712124,"CD3E,LCK,RPS3,IL7R,RPS12,HSPA8,CD27,RORA,NPM1,AAK1,LTB",11
GO:0002645,positive regulation of tolerance induction,0.10837120708045797,1,5.236643314361572,CD3E,1
GO:0072521,purine-containing compound metabolic process,0.10837120708045797,4,2.5691857039928436,"LDHB,GIMAP7,HSPA8,RORA",4
GO:0003334,keratinocyte development,0.10837120708045797,1,4.691773414611816,BCL11B,1
GO:0032943,mononuclear cell proliferation,0.10837120708045797,3,3.9619319438934326,"CD3E,RPS3,IL7R",3
GO:0060284,regulation of cell development,0.10837120708045797,5,4.0658775806427006,"IL7R,TCF7,CD2,ETS1,CD27",5
GO:0017038,protein import,0.10837120708045797,1,1.4021910429000854,HSPA8,1
GO:0010826,negative regulation of centrosome duplication,0.10837120708045797,1,1.072825312614441,NPM1,1
GO:0035710,"CD4-positive, alpha-beta T cell activation",0.10837120708045797,2,4.771082639694214,"CD3E,RORA",2
GO:0051092,positive regulation of NF-kappaB transcription factor activity,0.11018695200997539,2,1.1660228371620178,"RPS3,NPM1",2
GO:0038061,non-canonical NF-kappaB signal transduction,0.11018695200997539,2,2.4368653297424316,"RPS3,CD27",2
GO:0002456,T cell mediated immunity,0.11018695200997539,2,5.216869354248047,"IL7R,GZMM",2
GO:0048872,homeostasis of number of cells,0.11021446337019512,3,3.9618636767069497,"IL7R,ETS1,LAT",3
GO:0031647,regulation of protein stability,0.11156252696162461,3,1.5580830574035645,"HSPA8,NPM1,AAK1",3
GO:0006413,translational initiation,0.11221969444725771,2,1.1660228371620178,"RPS3,NPM1",2
GO:0043558,regulation of translational initiation in response to stress,0.11238942192784979,1,1.072825312614441,NPM1,1
GO:0042492,gamma-delta T cell differentiation,0.11238942192784979,1,4.028983116149902,TCF7,1
GO:0002664,regulation of T cell tolerance induction,0.11238942192784979,1,5.236643314361572,CD3E,1
GO:0021702,cerebellar Purkinje cell differentiation,0.11238942192784979,1,4.3055219650268555,RORA,1
GO:0043383,negative T cell selection,0.11238942192784979,1,5.236643314361572,CD3E,1
GO:0046632,alpha-beta T cell differentiation,0.11297269541203511,2,4.498647689819336,"BCL11B,RORA",2
GO:0000054,ribosomal subunit export from nucleus,0.1182748877633275,1,1.072825312614441,NPM1,1
GO:0098761,cellular response to interleukin-7,0.1182748877633275,1,5.389932155609131,IL7R,1
GO:0061635,regulation of protein complex stability,0.1182748877633275,1,1.4021910429000854,HSPA8,1
GO:0033750,ribosome localization,0.1182748877633275,1,1.072825312614441,NPM1,1
GO:1900226,negative regulation of NLRP3 inflammasome complex assembly,0.1182748877633275,1,1.4021910429000854,HSPA8,1
GO:0045621,positive regulation of lymphocyte differentiation,0.1202931208795937,2,4.5022212266922,"IL7R,CD27",2
GO:1902531,regulation of intracellular signal transduction,0.1214142592892439,8,2.9629383087158203,"CD3E,LCK,RPS3,HSPA8,CD27,RORA,NPM1,LTB",8
GO:0021924,cell proliferation in external granule layer,0.12171939236383941,1,4.3055219650268555,RORA,1
GO:0002517,T cell tolerance induction,0.12171939236383941,1,5.236643314361572,CD3E,1
GO:0021694,cerebellar Purkinje cell layer formation,0.12171939236383941,1,4.3055219650268555,RORA,1
GO:0021534,cell proliferation in hindbrain,0.12171939236383941,1,4.3055219650268555,RORA,1
GO:0061684,chaperone-mediated autophagy,0.12171939236383941,1,1.4021910429000854,HSPA8,1
GO:0021930,cerebellar granule cell precursor proliferation,0.12171939236383941,1,4.3055219650268555,RORA,1
GO:0098760,response to interleukin-7,0.12171939236383941,1,5.389932155609131,IL7R,1
GO:0009150,purine ribonucleotide metabolic process,0.12171939236383941,3,2.640119036038717,"GIMAP7,HSPA8,RORA",3
GO:0070243,regulation of thymocyte apoptotic process,0.12171939236383941,1,4.691773414611816,BCL11B,1
GO:0070661,leukocyte proliferation,0.12456226969175666,3,3.9619319438934326,"CD3E,RPS3,IL7R",3
GO:0031589,cell-substrate adhesion,0.12503322408746298,3,4.0169947147369385,"CD3E,SPOCK2,SKAP1",3
GO:0016237,microautophagy,0.1270395034016191,1,1.4021910429000854,HSPA8,1
GO:0010633,negative regulation of epithelial cell migration,0.1270395034016191,1,2.3412601947784424,EVL,1
GO:0030575,nuclear body organization,0.1270395034016191,1,2.644690990447998,ETS1,1
GO:0141086,negative regulation of inflammasome-mediated signaling pathway,0.1270395034016191,1,1.4021910429000854,HSPA8,1
GO:0032501,multicellular organismal process,0.12727280341762734,20,4.068428421020508,"CD3E,IL32,CD3D,LCK,RPS3,CD3G,IL7R,CD7,EVL,CD247,TCF7,CD2,BCL11B,ETS1,LAT,CD27,RORA,SPOCK2,SYNE2,LTB",20
GO:0050671,positive regulation of lymphocyte proliferation,0.12727280341762734,2,3.2479318380355835,"CD3E,RPS3",2
GO:2000369,regulation of clathrin-dependent endocytosis,0.12994282422426173,1,2.199232816696167,AAK1,1
GO:0046068,cGMP metabolic process,0.12994282422426173,1,4.3055219650268555,RORA,1
GO:0032946,positive regulation of mononuclear cell proliferation,0.12994282422426173,2,3.2479318380355835,"CD3E,RPS3",2
GO:0045579,positive regulation of B cell differentiation,0.12994282422426173,1,3.6145102977752686,CD27,1
GO:0038083,peptidyl-tyrosine autophosphorylation,0.12994282422426173,1,4.782388210296631,LCK,1
GO:0033623,regulation of integrin activation,0.12994282422426173,1,3.203856945037842,SKAP1,1
GO:0044085,cellular component biogenesis,0.12994282422426173,15,2.4862478574117026,"CD3E,RPS3,CD3G,EVL,RPS12,CD247,RPS25,RPS27,RPSA,RPS21,HSPA8,NPM1,SPOCK2,SYNE2,SKAP1",15
GO:0000479,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.12994282422426173,1,1.009616494178772,RPS21,1
GO:0033151,V(D)J recombination,0.12994282422426173,1,4.691773414611816,BCL11B,1
GO:0009259,ribonucleotide metabolic process,0.1316905188312126,3,2.640119036038717,"GIMAP7,HSPA8,RORA",3
GO:0006753,nucleoside phosphate metabolic process,0.13384077770251007,4,2.5691857039928436,"LDHB,GIMAP7,HSPA8,RORA",4
GO:0051641,cellular localization,0.13384077770251007,12,3.317665139834086,"LCK,CD3G,CD247,ARL4C,CD2,ACAP1,HSPA8,LAT,NPM1,AAK1,SYNE2,SKAP1",12
GO:0007224,smoothened signaling pathway,0.13465025685004786,2,4.771082639694214,"CD3E,RORA",2
GO:0042753,positive regulation of circadian rhythm,0.13522067347815148,1,4.3055219650268555,RORA,1
GO:0019693,ribose phosphate metabolic process,0.1363692696418787,3,2.640119036038717,"GIMAP7,HSPA8,RORA",3
GO:0032535,regulation of cellular component size,0.1363692696418787,3,2.934672554334005,"IL7R,EVL,NPM1",3
GO:0009893,positive regulation of metabolic process,0.13760465149933884,12,3.6507530907789865,"CD3E,IL32,RPS3,IL7R,CD2,BCL11B,ETS1,LAT,RORA,NPM1,LTB,SKAP1",12
GO:2001233,regulation of apoptotic signaling pathway,0.13853969828831095,3,2.69060484568278,"LCK,RPS3,LTB",3
GO:1902570,protein localization to nucleolus,0.13853969828831095,1,1.072825312614441,NPM1,1
GO:0051354,negative regulation of oxidoreductase activity,0.13853969828831095,1,2.6743156909942627,NOSIP,1
GO:0097154,GABAergic neuron differentiation,0.13853969828831095,1,4.691773414611816,BCL11B,1
GO:0021692,cerebellar Purkinje cell layer morphogenesis,0.13853969828831095,1,4.3055219650268555,RORA,1
GO:0006089,lactate metabolic process,0.13853969828831095,1,2.3563857078552246,LDHB,1
GO:1902903,regulation of supramolecular fiber organization,0.14295791508335387,3,1.6675571997960408,"RPS3,EVL,HSPA8",3
GO:0099515,actin filament-based transport,0.1434272094991921,1,3.710944414138794,SYNE2,1
GO:0002643,regulation of tolerance induction,0.1434272094991921,1,5.236643314361572,CD3E,1
GO:2000010,positive regulation of protein localization to cell surface,0.1434272094991921,1,4.561601638793945,CD247,1
GO:0043170,macromolecule metabolic process,0.1434272094991921,29,2.8488146971011985,"CD3E,IL32,LCK,RPS3,IL7R,RPS29,RPL3,RPS12,TCF7,RPS25,RPL23A,RPS27,RPSA,GZMM,RPS18,RPS21,CD2,NOSIP,BCL11B,HSPA8,ETS1,LAT,RORA,NPM1,SPOCK2,AAK1,CTSW,LTB,SKAP1",29
GO:0030902,hindbrain development,0.14544183943046035,2,4.771082639694214,"CD3E,RORA",2
GO:0070665,positive regulation of leukocyte proliferation,0.1466191304634888,2,3.2479318380355835,"CD3E,RPS3",2
GO:0070242,thymocyte apoptotic process,0.14815191148565107,1,4.691773414611816,BCL11B,1
GO:2000679,positive regulation of transcription regulatory region DNA binding,0.14815191148565107,1,5.472127437591553,IL32,1
GO:0055086,nucleobase-containing small molecule metabolic process,0.14815191148565107,4,2.5691857039928436,"LDHB,GIMAP7,HSPA8,RORA",4
GO:0006468,protein phosphorylation,0.14946908876553083,6,3.0668796499570212,"CD3E,LCK,RPS3,LAT,NPM1,AAK1",6
GO:0070925,organelle assembly,0.14946908876553083,5,1.7362671852111817,"RPS3,RPS27,RPSA,NPM1,SYNE2",5
GO:0043555,regulation of translation in response to stress,0.15134945792532134,1,1.072825312614441,NPM1,1
GO:2000561,"regulation of CD4-positive, alpha-beta T cell proliferation",0.15134945792532134,1,5.236643314361572,CD3E,1
GO:0051336,regulation of hydrolase activity,0.15134945792532134,3,1.980843186378479,"RPS3,NPM1,SPOCK2",3
GO:0021756,striatum development,0.15134945792532134,1,4.691773414611816,BCL11B,1
GO:0035739,"CD4-positive, alpha-beta T cell proliferation",0.15134945792532134,1,5.236643314361572,CD3E,1
GO:0036315,cellular response to sterol,0.15134945792532134,1,4.3055219650268555,RORA,1
GO:0050790,regulation of catalytic activity,0.1552790447103384,5,2.493562626838684,"RPS3,NOSIP,LAT,NPM1,SPOCK2",5
GO:0010970,transport along microtubule,0.15532973313896667,2,2.5565677285194397,"HSPA8,SYNE2",2
GO:0050999,regulation of nitric-oxide synthase activity,0.15575141370723605,1,2.6743156909942627,NOSIP,1
GO:0046599,regulation of centriole replication,0.15575141370723605,1,1.072825312614441,NPM1,1
GO:0048025,"negative regulation of mRNA splicing, via spliceosome",0.15575141370723605,1,1.072825312614441,NPM1,1
GO:1902905,positive regulation of supramolecular fiber organization,0.15835743805161187,2,1.8002402782440186,"RPS3,EVL",2
GO:0001911,negative regulation of leukocyte mediated cytotoxicity,0.15954945396910863,1,5.389932155609131,IL7R,1
GO:0071359,cellular response to dsRNA,0.15954945396910863,1,1.072825312614441,NPM1,1
GO:0021533,cell differentiation in hindbrain,0.15954945396910863,1,4.3055219650268555,RORA,1
GO:1904996,positive regulation of leukocyte adhesion to vascular endothelial cell,0.15954945396910863,1,2.644690990447998,ETS1,1
GO:0050686,negative regulation of mRNA processing,0.15954945396910863,1,1.072825312614441,NPM1,1
GO:0042104,positive regulation of activated T cell proliferation,0.1632057653202369,1,1.2592203617095947,RPS3,1
GO:0046641,positive regulation of alpha-beta T cell proliferation,0.1632057653202369,1,5.236643314361572,CD3E,1
GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.1632057653202369,1,1.009616494178772,RPS21,1
GO:0042129,regulation of T cell proliferation,0.1632057653202369,2,3.2479318380355835,"CD3E,RPS3",2
GO:0007097,nuclear migration,0.1632057653202369,1,3.710944414138794,SYNE2,1
GO:0046039,GTP metabolic process,0.1632057653202369,1,2.212644100189209,GIMAP7,1
GO:2001242,regulation of intrinsic apoptotic signaling pathway,0.16411495296228742,2,3.020804286003113,"LCK,RPS3",2
GO:0051495,positive regulation of cytoskeleton organization,0.16688225438473142,2,1.8002402782440186,"RPS3,EVL",2
GO:0031579,membrane raft organization,0.1671958506185004,1,4.651271343231201,CD2,1
GO:0033622,integrin activation,0.1671958506185004,1,3.203856945037842,SKAP1,1
GO:0032753,positive regulation of interleukin-4 production,0.1671958506185004,1,5.236643314361572,CD3E,1
GO:0042026,protein refolding,0.1707127395592389,1,1.4021910429000854,HSPA8,1
GO:1903708,positive regulation of hemopoiesis,0.1707127395592389,2,4.5022212266922,"IL7R,CD27",2
GO:1902107,positive regulation of leukocyte differentiation,0.1707127395592389,2,4.5022212266922,"IL7R,CD27",2
GO:0021697,cerebellar cortex formation,0.1707127395592389,1,4.3055219650268555,RORA,1
GO:0043507,positive regulation of JUN kinase activity,0.1707127395592389,1,1.2592203617095947,RPS3,1
GO:0031342,negative regulation of cell killing,0.1707127395592389,1,5.389932155609131,IL7R,1
GO:0045859,regulation of protein kinase activity,0.17072415014326645,3,2.0610045194625854,"RPS3,LAT,NPM1",3
GO:0007420,brain development,0.17259748724855123,4,4.4862207770347595,"CD3E,BCL11B,RORA,SYNE2",4
GO:0022030,telencephalon glial cell migration,0.17292503483893884,1,3.710944414138794,SYNE2,1
GO:0021544,subpallium development,0.17292503483893884,1,4.691773414611816,BCL11B,1
GO:0033081,regulation of T cell differentiation in thymus,0.17292503483893884,1,5.389932155609131,IL7R,1
GO:0033119,negative regulation of RNA splicing,0.17292503483893884,1,1.072825312614441,NPM1,1
GO:0002710,negative regulation of T cell mediated immunity,0.17292503483893884,1,5.389932155609131,IL7R,1
GO:0021801,cerebral cortex radial glia-guided migration,0.17292503483893884,1,3.710944414138794,SYNE2,1
GO:0023051,regulation of signaling,0.17464126440681202,11,2.9388754042712124,"CD3E,LCK,RPS3,IL7R,RPS12,HSPA8,CD27,RORA,NPM1,AAK1,LTB",11
GO:1903901,negative regulation of viral life cycle,0.17561357771857267,1,5.472127437591553,IL32,1
GO:0021680,cerebellar Purkinje cell layer development,0.17561357771857267,1,4.3055219650268555,RORA,1
GO:0031401,positive regulation of protein modification process,0.17561357771857267,4,2.854914218187332,"CD3E,RPS3,LAT,NPM1",4
GO:0008361,regulation of cell size,0.17561357771857267,2,3.231378734111786,"IL7R,NPM1",2
GO:0001773,myeloid dendritic cell activation,0.17561357771857267,1,4.651271343231201,CD2,1
GO:0010646,regulation of cell communication,0.17561357771857267,11,2.9388754042712124,"CD3E,LCK,RPS3,IL7R,RPS12,HSPA8,CD27,RORA,NPM1,AAK1,LTB",11
GO:0031396,regulation of protein ubiquitination,0.17757779166880325,2,1.1660228371620178,"RPS3,NPM1",2
GO:0045648,positive regulation of erythrocyte differentiation,0.18054417403239661,1,2.644690990447998,ETS1,1
GO:1902533,positive regulation of intracellular signal transduction,0.18089669894136642,5,3.384593629837036,"CD3E,LCK,RPS3,CD27,LTB",5
GO:0021953,central nervous system neuron differentiation,0.18089669894136642,2,4.498647689819336,"BCL11B,RORA",2
GO:0010575,positive regulation of vascular endothelial growth factor production,0.18089669894136642,1,4.3055219650268555,RORA,1
GO:0120032,regulation of plasma membrane bounded cell projection assembly,0.18089669894136642,2,3.026102304458618,"EVL,SYNE2",2
GO:0002819,regulation of adaptive immune response,0.18089669894136642,2,4.296894550323486,"IL7R,SKAP1",2
GO:1900027,regulation of ruffle assembly,0.18089669894136642,1,2.3412601947784424,EVL,1
GO:0051085,chaperone cofactor-dependent protein refolding,0.18089669894136642,1,1.4021910429000854,HSPA8,1
GO:0030154,cell differentiation,0.18089669894136642,13,4.3987121765430155,"CD3E,CD3D,LCK,CD3G,IL7R,TCF7,CD2,BCL11B,ETS1,CD27,RORA,SPOCK2,SYNE2",13
GO:1904994,regulation of leukocyte adhesion to vascular endothelial cell,0.18089669894136642,1,2.644690990447998,ETS1,1
GO:0010467,gene expression,0.18089669894136642,23,2.591531136761541,"CD3E,IL32,RPS3,IL7R,RPS29,RPL3,RPS12,TCF7,RPS25,RPL23A,RPS27,RPSA,RPS18,RPS21,CD2,BCL11B,HSPA8,ETS1,LAT,RORA,NPM1,LTB,SKAP1",23
GO:0048869,cellular developmental process,0.18089669894136642,13,4.3987121765430155,"CD3E,CD3D,LCK,CD3G,IL7R,TCF7,CD2,BCL11B,ETS1,CD27,RORA,SPOCK2,SYNE2",13
GO:0002507,tolerance induction,0.18089669894136642,1,5.236643314361572,CD3E,1
GO:0010951,negative regulation of endopeptidase activity,0.18089669894136642,1,3.6104838848114014,SPOCK2,1
GO:1902751,positive regulation of cell cycle G2/M phase transition,0.18089669894136642,1,1.072825312614441,NPM1,1
GO:0032271,regulation of protein polymerization,0.1811583087857307,2,1.8002402782440186,"RPS3,EVL",2
GO:0060491,regulation of cell projection assembly,0.18225668920021432,2,3.026102304458618,"EVL,SYNE2",2
GO:0031116,positive regulation of microtubule polymerization,0.18304954758859027,1,1.2592203617095947,RPS3,1
GO:0036314,response to sterol,0.18304954758859027,1,4.3055219650268555,RORA,1
GO:0006622,protein targeting to lysosome,0.18304954758859027,1,1.4021910429000854,HSPA8,1
GO:0043549,regulation of kinase activity,0.18331891145538215,3,2.0610045194625854,"RPS3,LAT,NPM1",3
GO:0051091,positive regulation of DNA-binding transcription factor activity,0.18461910476659776,2,1.1660228371620178,"RPS3,NPM1",2
GO:0032633,interleukin-4 production,0.18496152932541135,1,5.236643314361572,CD3E,1
GO:0032673,regulation of interleukin-4 production,0.18496152932541135,1,5.236643314361572,CD3E,1
GO:0051642,centrosome localization,0.18496152932541135,1,3.710944414138794,SYNE2,1
GO:0030705,cytoskeleton-dependent intracellular transport,0.18496152932541135,2,2.5565677285194397,"HSPA8,SYNE2",2
GO:0001782,B cell homeostasis,0.18496152932541135,1,5.389932155609131,IL7R,1
GO:0061842,microtubule organizing center localization,0.18496152932541135,1,3.710944414138794,SYNE2,1
GO:0099111,microtubule-based transport,0.18673342836387635,2,2.5565677285194397,"HSPA8,SYNE2",2
GO:0060322,head development,0.18673342836387635,4,4.4862207770347595,"CD3E,BCL11B,RORA,SYNE2",4
GO:0042098,T cell proliferation,0.18673342836387635,2,3.2479318380355835,"CD3E,RPS3",2
GO:0010574,regulation of vascular endothelial growth factor production,0.1879921083740098,1,4.3055219650268555,RORA,1
GO:0003382,epithelial cell morphogenesis,0.1879921083740098,1,4.691773414611816,BCL11B,1
GO:0045879,negative regulation of smoothened signaling pathway,0.1893215775055997,1,5.236643314361572,CD3E,1
GO:0050821,protein stabilization,0.1893215775055997,2,1.636029064655304,"NPM1,AAK1",2
GO:0045577,regulation of B cell differentiation,0.1893215775055997,1,3.6145102977752686,CD27,1
GO:0019722,calcium-mediated signaling,0.1893215775055997,2,4.5438055992126465,"CD3E,LAT",2
GO:1900225,regulation of NLRP3 inflammasome complex assembly,0.1893215775055997,1,1.4021910429000854,HSPA8,1
GO:0051647,nucleus localization,0.1893215775055997,1,3.710944414138794,SYNE2,1
GO:2000677,regulation of transcription regulatory region DNA binding,0.1893215775055997,1,5.472127437591553,IL32,1
GO:0072539,T-helper 17 cell differentiation,0.1893215775055997,1,4.3055219650268555,RORA,1
GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.1893215775055997,1,1.009616494178772,RPS21,1
GO:0000460,maturation of 5.8S rRNA,0.19168875882080377,1,1.009616494178772,RPS21,1
GO:0032768,regulation of monooxygenase activity,0.19168875882080377,1,2.6743156909942627,NOSIP,1
GO:0051084,'de novo' post-translational protein folding,0.19168875882080377,1,1.4021910429000854,HSPA8,1
GO:0031112,positive regulation of microtubule polymerization or depolymerization,0.19168875882080377,1,1.2592203617095947,RPS3,1
GO:0051656,establishment of organelle localization,0.19168875882080377,3,2.8782458702723184,"LAT,NPM1,SYNE2",3
GO:0006882,intracellular zinc ion homeostasis,0.19168875882080377,1,4.782388210296631,LCK,1
GO:0051052,regulation of DNA metabolic process,0.19206029508458608,3,2.573992609977722,"RPS3,IL7R,NPM1",3
GO:0006884,cell volume homeostasis,0.1944454524008989,1,1.072825312614441,NPM1,1
GO:1902115,regulation of organelle assembly,0.1944454524008989,2,2.3918848633766174,"NPM1,SYNE2",2
GO:0044089,positive regulation of cellular component biogenesis,0.1944454524008989,3,2.2681125005086265,"RPS3,EVL,SKAP1",3
GO:0045738,negative regulation of DNA repair,0.1944454524008989,1,1.2592203617095947,RPS3,1
GO:0021799,cerebral cortex radially oriented cell migration,0.1944454524008989,1,3.710944414138794,SYNE2,1
GO:0055090,acylglycerol homeostasis,0.19643320404897907,1,4.3055219650268555,RORA,1
GO:0141085,regulation of inflammasome-mediated signaling pathway,0.19643320404897907,1,1.4021910429000854,HSPA8,1
GO:0070328,triglyceride homeostasis,0.19643320404897907,1,4.3055219650268555,RORA,1
GO:0021696,cerebellar cortex morphogenesis,0.19643320404897907,1,4.3055219650268555,RORA,1
GO:0044546,NLRP3 inflammasome complex assembly,0.19643320404897907,1,1.4021910429000854,HSPA8,1
GO:0010573,vascular endothelial growth factor production,0.19643320404897907,1,4.3055219650268555,RORA,1
GO:0071356,cellular response to tumor necrosis factor,0.19689900308393546,2,2.782371163368225,"RPS3,RORA",2
GO:0097191,extrinsic apoptotic signaling pathway,0.19689900308393546,2,2.8223581314086914,"CD27,LTB",2
GO:1902229,regulation of intrinsic apoptotic signaling pathway in response to DNA damage,0.1991440336925896,1,1.2592203617095947,RPS3,1
GO:0120033,negative regulation of plasma membrane bounded cell projection assembly,0.1991440336925896,1,2.3412601947784424,EVL,1
GO:0046677,response to antibiotic,0.1991440336925896,1,2.644690990447998,ETS1,1
GO:0140632,canonical inflammasome complex assembly,0.20223671580654087,1,1.4021910429000854,HSPA8,1
GO:0006458,'de novo' protein folding,0.20223671580654087,1,1.4021910429000854,HSPA8,1
GO:0043388,positive regulation of DNA binding,0.20223671580654087,1,5.472127437591553,IL32,1
GO:0043506,regulation of JUN kinase activity,0.20223671580654087,1,1.2592203617095947,RPS3,1
GO:0050670,regulation of lymphocyte proliferation,0.20328032105727395,2,3.2479318380355835,"CD3E,RPS3",2
GO:0007160,cell-matrix adhesion,0.20328032105727395,2,4.220250129699707,"CD3E,SKAP1",2
GO:2000008,regulation of protein localization to cell surface,0.2035227894004051,1,4.561601638793945,CD247,1
GO:0090066,regulation of anatomical structure size,0.2035227894004051,3,2.934672554334005,"IL7R,EVL,NPM1",3
GO:0043065,positive regulation of apoptotic process,0.2035227894004051,3,2.69060484568278,"LCK,RPS3,LTB",3
GO:0051493,regulation of cytoskeleton organization,0.2035227894004051,3,1.5577686230341594,"RPS3,EVL,NPM1",3
